,smiles,6vww_pocket108,name,6vww_pocket9,6vww_pocket100,6vww_pocket22,6vww_pocket154,6vww_pocket18,6vww_pocket57,6vww_pocket143,6vww_pocket3,6vww_pocket157,6vww_pocket37,6vww_pocket1,6vww_pocket13,6vww_pocket6,6vww_pocket17,6vww_pocket130,6vww_pocket23,6vww_pocket71,6vww_pocket62,6vww_pocket135,6vww_pocket11,6vww_pocket156,6vww_pocket8
284,O=C(Nc1cccc(CN2C(=O)CNC2=O)c1)c1cc(Br)ccc1Cl,6.9685258865356445,Z366489572,8.180442810058594,9.561412811279297,6.432448387145996,4.173785209655762,7.026742458343506,9.792731285095217,6.776413917541504,5.1213040351867685,4.815080165863037,5.291250228881836,5.737895488739014,9.352422714233398,9.57842254638672,8.996297836303711,5.711092948913574,6.649153709411621,6.782650470733643,9.446868896484377,1.4186275005340576,7.986302375793457,3.7226734161376953,5.879092216491699
285,O=C(Nc1cccc(CN2C(=O)CNC2=O)c1)c1cc(Br)ccc1F,6.555442810058594,Z366492506,8.265314102172853,10.145971298217773,7.201010227203369,4.454484939575195,7.877016544342041,9.885986328125,6.052836418151856,5.313398361206055,4.065662384033203,5.4547996520996085,6.740852355957031,8.97886848449707,9.57409381866455,8.463565826416017,6.217994689941406,7.346470832824707,6.595975875854492,9.968992233276367,2.816217422485352,7.934944152832031,3.577888965606689,6.766421318054199
286,O=C(Nc1cccc(OCC(=O)N2CCCC2)c1)c1cc(Br)ccc1F,6.0941996574401855,Z393864136,7.708871841430664,7.944153308868407,5.614236354827881,3.4353842735290527,8.347283363342285,9.050631523132324,6.063981056213379,5.682980060577393,3.188544511795044,4.714269638061523,6.617187976837157,8.203767776489258,8.290796279907228,8.309073448181152,6.88131856918335,4.722206592559815,6.2467288970947275,9.308004379272461,3.68175196647644,8.406661033630371,2.857569694519043,6.429471015930176
287,Cc1ccc(Br)cc1C(=O)Nc1cccc(-n2ccnc2)c1,7.068483829498291,Z1264304989,9.19477081298828,8.629033088684082,6.567243576049805,4.063579559326172,8.126736640930176,8.545049667358397,6.879161834716798,6.077484607696532,3.701523780822754,6.135337829589844,6.317424297332764,9.44130802154541,9.140857696533203,8.037248611450195,6.327433109283447,6.744696617126465,6.923285484313965,8.878800392150879,3.914710283279419,8.306267738342285,4.1091699600219735,6.369583606719973
288,O=C(Nc1ccccc1)c1cc(Br)ccc1Cl,5.213315010070801,Z27782771,8.126704216003418,8.90035629272461,5.353645324707031,4.970324516296387,6.195832252502441,8.833534240722656,5.186284065246582,6.33392858505249,3.972626686096192,5.264351844787598,6.259037494659424,8.037365913391112,8.807831764221191,6.90334939956665,5.194581985473633,5.251656532287598,5.019111156463623,8.872957229614258,1.9703633785247805,7.145066738128662,4.720813274383545,6.475192546844482
289,O=C(Nc1cccnc1)c1cc(Br)ccc1Cl,5.527941703796387,Z31791769,7.62222957611084,8.888213157653809,7.5308942794799805,6.069851875305176,7.150683403015138,8.663498878479004,5.8589396476745605,6.615530967712402,6.441990375518799,7.603879928588867,6.733083724975586,8.902320861816406,8.390313148498535,6.97150182723999,5.456709861755371,7.292965412139893,5.548505783081055,8.948807716369629,4.005547523498535,7.272594928741455,5.635392189025879,6.720940589904785
290,O=C(Nc1ccn(-c2ccccc2)n1)c1cc(Br)ccc1F,6.002840518951416,Z288527072,8.13255500793457,7.721833229064941,5.536456108093262,3.4077882766723637,7.192873954772949,8.58854866027832,5.926929473876952,3.388934135437012,1.4353855848312378,5.199778079986572,3.7103171348571777,7.989500522613525,8.221384048461914,7.1118412017822275,6.144454956054688,5.578938961029053,6.076865196228027,8.158140182495117,3.074662685394287,7.297396659851074,2.559043884277344,3.503697395324707
291,O=C(Nc1ccn(-c2ncccc2Cl)n1)c1cc(Br)ccc1F,5.68467378616333,Z1533957963,8.104389190673826,8.570371627807617,6.305066585540772,3.643635511398315,7.919978618621826,10.552153587341307,5.774578094482423,4.763690948486328,3.500124454498291,6.228843688964844,4.549055099487305,8.000017166137695,7.898934364318848,8.007106781005861,6.265261173248291,6.397153854370117,5.7490272521972665,8.1776123046875,2.2434461116790767,7.884007453918457,2.35727334022522,5.004766464233398
292,O=C(Nc1ccncc1)c1cc(Br)ccc1Cl,5.635660171508789,Z57743764,8.58250904083252,9.083949089050293,5.334655284881592,5.89225959777832,7.7358131408691415,8.749420166015625,5.510482311248778,6.028593063354492,5.559086799621582,5.62445068359375,5.875537872314452,7.94977855682373,8.659866333007812,8.049171447753906,6.376473903656006,5.45734453201294,5.4495368003845215,8.820605278015137,3.1340484619140625,7.756840229034424,5.181320190429688,6.1673827171325675
293,O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(Br)ccc1F,6.0696167945861825,Z757946452,8.110957145690918,9.007379531860352,7.5349788665771475,5.019841194152832,8.358258247375487,9.432474136352539,5.598413467407227,4.45738410949707,2.6451234817504883,6.730729103088379,5.449828147888184,8.395321846008299,8.475174903869629,8.281140327453612,6.133064270019531,6.8608951568603525,5.829113960266112,9.777753829956056,1.7800188064575195,8.276674270629883,3.211540699005127,5.460831165313722
294,CC(C)c1nc(NC(=O)c2cc(Br)ccc2F)n(C)n1,5.176493167877197,Z1171272293,8.280614852905272,8.363622665405272,6.891550540924072,5.723275661468506,7.162942886352539,8.16539478302002,4.86713981628418,5.667482376098633,7.172866344451902,6.256455421447754,6.489530086517334,8.18819522857666,8.316427230834961,7.281394481658935,5.110990047454834,6.651646614074707,4.9259233474731445,8.426251411437987,3.6618938446044917,7.377568244934082,4.3425960540771475,6.618649005889893
295,O=C(Nc1nc2c(s1)CCCCC2)c1cc(Br)ccc1Cl,5.724106788635254,Z228295192,8.462302207946777,7.758877754211426,6.606057167053223,4.076686382293701,7.332545280456543,8.146977424621582,5.8489603996276855,5.532168388366699,6.223182678222656,6.3653321266174325,6.229827404022218,8.621163368225098,8.582000732421875,7.333054065704348,5.44905948638916,6.619917869567871,5.768563270568848,8.40372371673584,0.2679982185363769,7.303946495056152,3.098444700241089,6.296663284301758
296,NC(=O)c1cnc(NC(=O)c2cc(Br)ccc2Cl)s1,5.827934741973878,Z200654856,7.601448535919189,7.953138828277588,7.357059001922607,5.79326868057251,7.34646463394165,8.344959259033201,5.8922624588012695,7.470202922821045,8.584991455078125,6.926187992095947,8.619674682617188,7.4826107025146475,7.65010929107666,7.40897274017334,6.466813087463379,7.258069038391112,6.0436768531799325,8.107566833496094,3.1666009426116943,7.597819805145264,4.462141990661621,8.779275894165039
297,O=C(Nc1nncn1-c1ccccc1)c1cc(Br)ccc1Cl,4.9883151054382315,Z1574594028,7.66895866394043,9.795235633850098,6.6739182472229,4.088103771209717,6.428382873535156,9.87663745880127,4.860455513000488,6.658872604370117,4.193110942840576,6.186457633972168,6.8617920875549325,8.198193550109862,8.85824966430664,7.18937873840332,5.358272075653076,6.3736534118652335,5.077438354492188,9.667235374450684,0.10968869924545288,7.036674976348878,4.7457709312438965,6.94538164138794
298,O=C(Nc1nncs1)c1cc(Br)ccc1F,5.08666467666626,Z216771690,7.416832447052003,9.867984771728516,6.074917316436768,5.397839069366455,7.947758197784424,9.925581932067873,5.268648147583008,7.067214012145996,6.163667678833008,5.757759094238281,7.156996726989746,7.526825904846191,9.073176383972168,7.965914249420166,5.7682838439941415,6.272228240966798,4.855673789978027,10.089374542236328,4.016773223876953,7.858978271484375,5.103804111480713,7.34122896194458
299,O=C(Nc1nncs1)c1cc(Br)ccc1O,6.1546878814697275,Z245480774,7.475274085998535,10.983637809753418,6.505691051483152,5.3714332580566415,8.340097427368164,10.738463401794434,6.503182411193848,7.198287010192871,6.598789215087893,6.161593437194824,7.24461555480957,8.092611312866211,9.308645248413086,8.051605224609375,6.193507194519043,6.430605411529541,6.362090587615968,10.700372695922852,3.428151845932007,8.47186279296875,5.33712100982666,7.288475513458253
300,O=C(Nc1nc2c(s1)CCC2)c1cc(Br)ccc1F,5.820986747741699,Z109956360,8.350142478942871,8.373859405517576,6.4224348068237305,4.570931434631348,7.519919395446777,8.829333305358887,5.215418815612793,5.831164360046388,7.221784591674805,6.6788330078125,6.405753135681152,8.610186576843263,8.488449096679688,7.583521842956543,5.495733261108398,6.403388977050781,5.286762237548828,8.58125114440918,3.4792146682739262,7.404749393463135,4.459780693054199,6.516477584838867
301,O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cc(Br)ccc1Cl,6.0616888999938965,Z29433500,8.657751083374022,7.379835605621338,6.606456756591798,4.208283424377441,7.056983947753906,8.966242790222168,6.300210475921631,5.725640296936035,5.1590542793273935,5.887246131896973,5.387731552124023,8.769128799438478,8.514591217041017,7.218893051147461,5.37003231048584,6.347837448120117,6.018112182617188,8.298152923583983,-0.0,7.2041568756103525,4.1256256103515625,5.478470802307129
302,CC(C)(C)c1csc(NC(=O)c2cc(Br)ccc2Cl)n1,6.061429500579834,Z29952535,7.4821109771728525,7.418459892272949,5.9814186096191415,4.204637527465819,7.241564750671388,7.775393962860107,5.903076648712157,6.0800299644470215,7.202762603759768,5.905149459838867,6.5747432708740225,7.728853702545166,7.838204860687256,7.299087047576902,5.591970920562744,6.095043182373048,5.92042350769043,7.845099449157715,2.2275876998901367,7.331532478332519,4.524691104888916,6.440342426300049
303,Cc1csc(NC(=O)c2cc(Br)ccc2O)n1,6.534930229187013,Z68300298,7.299350261688232,9.273942947387695,6.476147651672362,4.723191738128662,9.114320755004883,9.245741844177246,6.310545921325684,6.697596549987793,7.050360679626465,6.6564130783081055,7.204073905944824,8.391438484191895,9.239837646484377,7.5839457511901855,6.6960320472717285,6.643600463867188,6.271730422973633,9.1862154006958,3.534518003463745,9.014822006225586,4.939084053039551,7.151665687561035
304,O=C(Nc1nc(-c2ccncc2)cs1)c1cc(Br)ccc1Cl,6.37291955947876,Z29461367,8.716159820556639,9.42241668701172,6.259726047515869,4.716389656066895,7.111035346984862,8.862266540527344,6.470902442932129,5.784990310668945,6.530044555664063,6.853930473327638,7.391134738922119,8.83484935760498,8.99575138092041,7.61287784576416,6.658445835113525,6.944168567657473,6.353834629058838,9.151545524597168,0.4408190250396729,7.5191473960876465,4.5603132247924805,7.564801216125487
305,Cc1ccc(Br)cc1C(=O)O,4.826654434204102,Z1695922806,6.2284607887268075,8.192839622497559,5.484597682952881,4.542657852172852,6.160862922668457,7.975261688232423,4.944418907165527,4.973674774169922,5.054811477661133,5.769889831542969,4.959318161010742,7.66053581237793,7.630890846252441,5.977123737335205,4.98099422454834,5.725261688232423,4.9504594802856445,8.106838226318361,4.167146682739259,6.081666946411133,4.590490341186523,6.609180927276611
306,O=C(O)c1cc(Br)ccc1Cl,4.441171646118164,Z256708332,6.3796749114990225,7.957998752593994,5.387452125549316,4.1214003562927255,5.901135444641112,8.04833984375,4.359089374542236,4.992927551269531,4.931705951690674,5.60265064239502,4.813383102416992,7.7734928131103525,6.945845603942871,5.791625499725343,5.248398303985597,5.467521190643311,4.585916996002197,8.049229621887207,4.152883529663087,5.825431346893311,4.3480143547058105,6.033793449401856
307,O=C(O)c1cc(Br)ccc1F,4.465929985046387,Z220533836,6.142760276794434,8.083164215087889,5.410155296325684,4.498162746429443,6.1263160705566415,8.264972686767576,4.650390148162842,4.8452630043029785,5.0016021728515625,5.675398826599121,4.880195617675781,7.934066295623777,7.415337562561035,6.225666522979736,5.199455261230469,5.481563091278076,4.8623390197753915,8.146548271179201,3.846070766448975,6.14730978012085,4.70042896270752,4.7832136154174805
308,Nc1ccc(Br)cc1C(=O)O,5.1928067207336435,Z111833808,6.128138065338135,8.650754928588867,5.769453048706055,4.6038479804992685,6.8725032806396475,8.79928970336914,5.171775817871094,5.576321601867676,5.771858215332031,5.359980583190918,5.455982685089111,8.558863639831543,7.500150680541992,7.064597606658936,6.51121997833252,5.159964561462402,5.194904804229736,8.822770118713379,4.499723434448242,6.708260536193848,4.564052104949951,5.611637592315674
309,O=C(O)c1cc(Br)ccc1O,5.452613830566406,Z425387546,6.276671409606934,9.246109008789062,5.84855842590332,5.669844150543213,8.111406326293945,9.098800659179688,5.498130798339844,5.740432262420652,6.521309852600098,5.592194557189941,5.790903091430664,8.316059112548826,8.03007698059082,7.848111152648926,6.167210578918457,5.8584938049316415,5.291858673095703,9.389904975891113,4.316180229187012,7.726607799530027,5.513638496398926,5.746100902557372
310,O=C(O)c1cc(Br)ccc1-n1cnnn1,6.234529972076416,Z2216795669,7.0905632972717285,8.407829284667969,7.401780605316162,5.1549949645996085,8.662319183349611,8.93189811706543,6.45053768157959,6.347505569458008,6.660269260406494,5.59338903427124,6.383244514465332,7.545970916748048,7.918846130371094,8.787627220153809,8.391576766967772,7.233405113220215,6.7880449295043945,8.50794792175293,3.980359792709351,8.469585418701174,5.194406509399414,6.49791431427002
311,O=C(Nc1ccc(Br)cc1C(=O)c1ccccc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,5.7886600494384775,Z56879768,6.376920223236084,7.323556423187256,4.991097927093506,2.1990766525268555,8.206615447998049,8.124543190002441,5.723807334899902,0.049559473991394036,-0.0,3.4941155910491943,-0.0,8.519898414611816,7.1606202125549325,6.939450263977051,4.467779159545898,5.0922203063964835,4.860513210296631,8.170707702636719,-0.0,7.865199565887451,2.1532278060913086,0.9643476009368896
312,O=C(c1ccccc1Cl)c1cc(Br)ccc1NC(=O)c1nc[nH]c1C(=O)N1CCCCC1,4.835283756256104,Z57111271,6.06065845489502,9.48174285888672,7.571673393249513,3.354224681854248,6.144141674041747,9.73253059387207,4.988226890563965,5.849926948547362,5.619418144226074,5.578431129455566,5.6066246032714835,7.781186103820801,6.994031429290772,6.9851932525634775,4.446752548217773,7.745616912841798,4.917572021484375,9.915017127990724,-0.0,6.152759552001952,0.9259471893310548,5.805305480957031
313,O=C(c1cc(C(=O)NCc2ccccc2)c(=O)n(Cc2ccccc2)c1)c1cc(Br)ccc1O,5.743234157562256,Z44425776,7.649666786193848,7.42222785949707,3.596104383468628,2.6390910148620605,4.688711166381836,9.63450527191162,5.581307888031006,0.9654818773269652,2.3551058769226074,3.518625974655152,2.3125057220458984,6.278598785400393,6.463543891906737,6.784290790557861,4.441817760467528,3.225001811981201,5.813528060913086,9.37530517578125,-0.0,4.816202163696289,2.2886853218078613,2.605875015258789
314,CN1Cc2cc(C(=O)c3cc(Br)ccc3O)cnc2NC1=O,6.412464618682861,Z57976605,7.4794020652771,10.6522216796875,7.5255794525146475,3.6580812931060787,9.707585334777832,11.147198677062988,6.3613338470458975,8.631608009338379,6.29890775680542,6.5095887184143075,8.685519218444824,8.952678680419922,10.319360733032227,9.893691062927246,6.793164253234862,7.5238404273986825,6.370246887207031,10.84640884399414,-0.0,9.926454544067383,4.227344036102295,8.747390747070312
315,CC(C)c1cc(Br)ccc1O,5.765761375427246,Z1480642734,6.452807903289795,8.01796817779541,5.207980155944824,4.303846359252931,7.892525672912598,7.971348762512207,5.6936869621276855,5.085321426391602,5.500600814819336,4.584878444671631,4.973189353942871,7.7258501052856445,7.813408851623535,7.619026184082031,4.639123916625977,5.542111396789551,5.812722682952881,8.048046112060549,3.575416088104248,7.765980243682861,4.320940017700194,4.990779399871826
316,Cc1cc(Br)ccc1C(=O)NCCc1nncn1C,6.041807174682617,Z1126998654,7.435734748840332,8.808122634887695,6.452582359313965,4.647174835205078,7.181943893432617,8.940711975097656,5.983338832855225,7.694737434387207,6.211892127990723,6.528059959411621,7.33103084564209,8.179001808166504,8.45142936706543,8.218085289001465,6.275158882141112,6.648320198059082,6.025040626525879,9.000804901123047,2.8239209651947017,7.863914489746094,4.521520614624023,7.571434020996094
317,Cc1cc(Br)ccc1C(=O)O,5.138990879058838,Z1250083004,6.11890172958374,8.019057273864746,5.2193603515625,4.609850883483887,6.064429759979247,8.07456111907959,5.226220607757568,4.9153032302856445,5.088641166687012,5.048332214355469,4.94185733795166,7.800648212432861,7.9963722229003915,6.1281681060791025,5.0111122131347665,5.235163688659668,5.189260482788086,8.261534690856934,4.223409175872804,5.925995826721191,4.651208400726318,4.990238666534424
318,Cc1cc(Br)ccc1CN1CCN2C(=O)NCC2C1,6.0355401039123535,Z1572210387,6.939024925231934,8.259264945983888,5.962034225463867,3.3514711856842037,6.65487003326416,8.236891746520996,6.010725975036621,6.422545433044434,6.7264404296875,5.143305778503418,6.621752738952638,7.875255584716798,7.417264461517334,7.1767234802246085,4.710957050323486,6.0461368560791025,6.227590560913086,8.444819450378418,5.558718681335449,7.301650524139402,3.3566799163818364,6.30900239944458
319,Cc1cc(Br)ccc1CN1CCOC2(CCOCC2)C1,4.3957533836364755,Z1572278186,6.477281093597412,7.559382438659668,5.351088523864746,2.4304144382476807,6.341677188873291,7.2791991233825675,4.358029842376709,5.215104103088379,4.5121588706970215,5.04850959777832,5.467256546020508,7.259762287139893,7.172732830047607,6.5220947265625,5.384706020355225,5.322638511657715,4.333881855010986,7.482369899749756,1.419996976852417,6.4843058586120605,2.8971424102783203,5.434829711914063
320,Cc1cc(Br)ccc1CS(=O)Cc1nc(C)c(C)o1,6.514739990234375,Z1646229306,7.421368598937987,9.479524612426758,7.461702346801758,3.527334451675415,7.6702399253845215,9.300830841064453,6.422382831573486,6.2833805084228525,6.132312297821045,6.554670810699463,6.278946876525879,7.71287202835083,9.339362144470217,7.379305839538574,5.593443870544434,7.369029998779298,6.6415557861328125,9.315598487854004,3.0192441940307617,7.158894062042236,3.846623420715332,6.247334003448486
321,Cc1cc(Br)ccc1Cn1ncn(C)c1=O,5.155988693237305,Z1615276703,7.391215801239014,8.920754432678223,6.562012672424316,4.709397315979004,7.707389831542969,9.076436996459961,4.929481506347656,6.566685676574707,5.8979759216308585,5.720488548278809,6.417450428009032,8.860918998718262,8.841065406799316,7.496360778808594,5.042880058288574,6.523641586303711,5.037383556365967,8.981352806091309,2.326521873474121,7.291842937469482,4.509418964385986,6.626487731933594
322,Cc1cc(Br)ccc1N(C)C(=O)c1ccc2nccn2c1,5.20184326171875,Z1101719342,7.316366672515869,10.269949913024902,6.411088943481445,3.9749679565429688,6.760166645050049,10.097822189331056,5.163312911987305,6.868024826049805,6.77745532989502,6.07859992980957,7.1194939613342285,8.472586631774902,10.30873966217041,7.210541725158691,5.622227191925049,6.721692085266112,5.049861431121826,9.870895385742188,2.8606963157653813,7.437617301940918,5.0810651779174805,7.395653247833253
323,Cc1cc(Br)ccc1N(C)C(=O)c1nc(-c2cccs2)n(-c2ccccc2)n1,3.945276975631714,Z812237564,7.066784858703612,9.080388069152832,6.21384334564209,2.3451738357543945,6.288890361785889,9.51170825958252,4.056403160095215,3.7477507591247563,3.7381319999694815,5.7873148918151855,4.5059590339660645,8.525910377502441,8.709047317504883,6.8955650329589835,4.086840152740479,6.026414394378662,4.007055759429932,9.4755277633667,-0.0,6.136045455932617,2.35697340965271,4.820312976837158
324,Cc1cc(C(=O)Nc2ccc(Br)cc2C)c2cnn(C(C)C)c2n1,5.645878314971924,Z203351612,6.7870426177978525,9.251001358032227,6.145671367645264,5.728852272033691,5.955684185028076,9.01724338531494,5.241806507110597,4.737802505493164,4.198346614837647,5.211864471435547,5.070691108703613,8.632596015930176,9.959317207336426,5.712125778198242,5.644874572753906,5.990579605102539,5.524647235870361,9.792248725891113,1.0595542192459106,5.916543483734131,3.601762056350708,5.016693592071533
325,Cc1cc(Br)ccc1NC(=O)c1cc(C)n(C2CC2)c1C,5.738474845886231,Z88445557,8.17513370513916,8.522554397583008,6.45509672164917,3.5421433448791504,6.107068061828612,8.436933517456055,5.374922752380371,4.874475002288818,2.9955005645751966,6.384738445281982,4.896196365356445,8.715019226074219,8.630415916442871,6.328869342803955,5.076928615570068,6.471859931945801,5.629291534423828,8.643655776977539,2.7602574825286865,5.911549091339111,3.9021596908569336,5.5035810470581055
326,Cc1cc(Br)ccc1NC(=O)c1cc(C2CC2)nc2onc(C)c12,5.540396690368652,Z229050784,10.194992065429688,10.542595863342283,5.959046363830566,3.2345376014709486,7.324292182922362,10.564547538757324,5.469258785247803,6.1565656661987305,4.75475025177002,4.744346618652344,6.1785030364990225,10.206557273864746,10.059643745422363,6.717510223388673,6.8168091773986825,5.7452449798583975,5.428907871246338,10.42714023590088,0.8132880926132202,7.022171497344973,3.603745460510254,6.712355613708496
327,Cc1cc(Br)ccc1NC(=O)c1ccc(=O)n(CCOc2ccccc2)n1,4.88155460357666,Z118411674,7.4113407135009775,11.328495979309082,6.016322612762451,2.931267738342285,7.428664207458496,10.66323471069336,4.578601837158203,5.7711830139160165,5.234654903411865,4.881097793579102,5.982229232788086,7.065182685852051,7.892077445983888,7.494860172271728,6.354121685028076,5.9356627464294425,4.752706050872803,11.55454921722412,-0.0,7.554047584533691,3.5084352493286133,6.1764068603515625
328,Cc1noc(CSc2ccc(C(=O)Nc3ccc(Br)cc3C)cc2)n1,6.368457794189452,Z243253950,6.917891025543213,8.865488052368164,6.082820415496826,3.6055541038513184,7.268815517425537,10.550115585327148,6.458128929138184,5.797149658203125,3.915079355239868,5.552948951721191,5.938082218170166,8.64581298828125,8.082868576049805,7.244438171386719,6.89547061920166,5.865548133850098,6.054883003234862,10.40947151184082,1.9896326065063483,6.18288516998291,3.31637978553772,6.209862232208253
329,Cc1cc(Br)ccc1NC(=O)c1ccc2c(c1)OCCO2,6.8268141746521,Z26622079,7.927204132080077,9.10612964630127,5.747297286987305,3.551899671554565,5.949167728424072,9.432680130004883,6.72459077835083,5.089377403259277,4.160707473754884,5.6766419410705575,5.168420314788818,8.746011734008789,8.260247230529785,5.668691158294678,4.387150764465332,5.740265846252441,6.7799835205078125,9.004657745361328,3.0718920230865483,5.810971260070801,3.731640338897705,5.012510776519775
330,Cc1cc(Br)ccc1NC(=O)c1cccc(CN2CCCC2=O)c1,5.835922718048098,Z101653308,8.980819702148438,9.748018264770508,6.4661970138549805,3.838874340057373,7.440757751464844,9.72386646270752,5.592058181762695,6.158099174499513,4.885847568511963,5.327261447906494,6.722189426422119,9.63160800933838,9.732881546020508,8.247961044311522,5.964377880096436,6.480166435241699,5.410791873931885,9.971365928649902,0.8396576642990112,7.599998950958253,3.767478466033936,6.758708477020264
331,Cc1cc(Br)ccc1NC(=O)c1ccccc1S(C)(=O)=O,4.971307754516602,Z26620309,7.671571254730225,7.9967451095581055,5.6014251708984375,3.574203968048096,6.0246644020080575,8.342717170715332,4.667212009429932,5.02047061920166,4.735349655151367,4.897931098937988,5.327969551086426,7.816100597381593,7.837924480438232,6.177993774414063,4.7882957458496085,5.571832180023193,4.913780212402344,8.066932678222656,0.5481448173522949,6.222317218780518,3.696496963500977,5.3153395652771
332,Cc1cc(Br)ccc1NC(=O)c1cccnc1N(C)C,5.612020492553711,Z406528422,7.798354625701902,8.058422088623049,7.4856181144714355,4.3029799461364755,6.552319049835205,8.564558982849121,5.848002433776856,6.955744743347168,6.9829936027526855,6.310442924499513,6.875376224517822,8.286696434020996,8.202911376953125,8.341131210327147,6.603661060333253,7.069499492645264,5.7150840759277335,8.864523887634277,1.2866435050964355,8.52862548828125,4.167755126953125,7.140209197998048
333,Cc1cc(Br)ccc1NC(=O)c1ccoc1C,5.612112522125244,Z89470869,7.252530097961426,8.955845832824707,6.161552906036378,4.742199897766113,6.255760192871094,8.983546257019043,5.53239631652832,5.911810874938965,5.53336763381958,5.3615684509277335,5.9260993003845215,7.711062431335449,9.285907745361328,7.033933639526367,4.680244445800781,6.093931674957275,5.580394268035889,9.072210311889648,3.878208875656128,6.6181488037109375,4.626853942871094,5.922825336456299
334,Cc1cc(Br)ccc1NC(=O)c1cnccn1,5.677437782287598,Z26621864,8.086069107055664,11.06407356262207,6.882748603820801,6.2888851165771475,7.352598667144775,11.295727729797365,5.69288444519043,6.401737213134768,6.5722713470458975,6.582043170928955,6.728323936462402,7.6854915618896475,11.283153533935547,7.920727252960205,6.190299034118652,6.807750701904298,5.541121482849121,10.928630828857422,5.405814170837402,7.821074485778809,4.405970096588135,6.634665489196777
335,Cc1cc(Br)ccc1NC(=O)c1cn(Cc2ccccc2)nn1,6.324922561645508,Z237499324,8.30112361907959,8.453313827514647,7.244814872741699,3.59957218170166,7.2427730560302725,10.269025802612305,6.350132942199707,4.90239953994751,2.149210929870605,6.0491371154785165,5.001414299011231,9.25012493133545,9.4200439453125,7.224079132080077,5.602048397064209,7.305253982543945,6.304169654846191,10.262639999389648,2.4917278289794917,7.247299671173098,4.012845039367677,5.043346405029297
336,Cc1cc(Br)ccc1NCC(=O)N1CCSc2ccccc21,5.817217826843263,Z89085028,7.968733310699463,10.66960620880127,6.39228105545044,3.8864922523498535,7.969444274902344,10.689027786254883,5.6580262184143075,6.1954498291015625,7.1270713806152335,6.308419704437256,7.827549934387207,8.88318920135498,10.532471656799316,7.939767360687256,6.852864265441895,6.231051445007324,5.878157138824463,10.575115203857422,2.4085285663604736,7.908021926879883,3.954163074493408,7.926132202148437
337,Cc1cc(Br)ccc1NCc1ccc(C(=O)N(C)C)[nH]1,6.917797088623048,Z1602561447,8.57965087890625,8.038759231567383,8.306035041809082,7.5188636779785165,8.95504379272461,8.973152160644531,6.939674377441406,7.712021827697754,7.429800033569336,6.637887954711914,7.972901344299316,7.91754150390625,9.118127822875977,9.349723815917967,6.687344551086426,7.44718599319458,6.93411922454834,8.603522300720215,3.823078155517578,9.036640167236328,6.927685737609862,7.943079948425293
338,Cc1cc(Br)ccc1NS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,5.274794578552246,Z115634638,7.617645740509032,10.113777160644533,6.205111503601074,3.5673980712890625,6.889008522033691,10.220940589904783,5.363882064819336,6.5670433044433585,7.740147113800049,5.733688354492188,7.262741565704348,8.084921836853027,9.3743896484375,6.97713565826416,5.733701705932617,6.292125701904298,5.266067028045653,9.827878952026367,0.4538269937038422,6.62476921081543,3.35429048538208,6.95404863357544
339,Cc1cc(Br)ccc1NS(=O)(=O)c1cccc(C(=O)O)c1,6.447540760040282,Z45620619,7.777468681335449,9.61886978149414,6.9248456954956055,4.163668632507323,6.961301326751709,10.13796615600586,6.315760135650635,6.1147098541259775,6.672403335571289,6.1485252380371085,6.749320983886719,8.96955680847168,9.062878608703613,7.795055389404298,5.860028266906737,7.134532928466798,6.471841812133789,9.743531227111816,1.8676931858062744,7.943171501159668,3.828495502471924,6.833954811096191
340,Cc1cc(Br)ccc1NS(=O)(=O)c1ccccc1C(F)(F)F,5.910328388214111,Z45620626,8.313723564147951,9.38431167602539,5.905664920806885,3.3781795501708984,6.9744319915771475,9.165492057800293,6.1881165504455575,6.141239166259768,6.256721019744872,5.553677558898926,6.216214179992676,8.32646656036377,8.856727600097656,7.051482200622559,6.154824256896973,5.638895034790039,6.071004867553711,9.14992618560791,0.5736600160598755,7.059948921203612,3.903937339782715,6.233396530151367
341,Cc1cc(Br)ccc1Nc1nc(-c2cccs2)nc2ccccc12,5.158125877380371,Z31150624,7.462857246398926,8.758821487426758,5.479887962341309,3.3959424495697017,6.632404327392577,8.73084545135498,5.085012912750244,6.618965148925781,4.492302894592285,5.845903873443604,7.531574249267577,8.698337554931639,8.610342025756836,7.965121269226074,6.373858451843263,5.603055000305176,5.095853328704834,8.89906120300293,1.4068782329559326,6.944850444793701,3.7436857223510738,7.673832893371582
342,Cc1cc(Br)ccc1O,5.169697284698486,Z57203793,5.7261247634887695,7.66346263885498,4.892653942108153,3.888767719268799,7.097700595855713,7.550333023071289,5.022721290588379,4.696752548217773,5.199037551879883,5.087409973144531,4.741211891174316,7.242921352386475,7.641254425048827,7.181124687194824,4.384629726409912,5.038264274597168,5.0888671875,7.684499740600586,3.952298402786255,7.16514253616333,4.682045936584473,4.720322132110597
