smiles,6vww_pocket108,6vww_pocket9,6vww_pocket100,6vww_pocket22,6vww_pocket154,6vww_pocket18,6vww_pocket57,6vww_pocket143,6vww_pocket3,6vww_pocket157,6vww_pocket37,6vww_pocket1,6vww_pocket13,6vww_pocket6,6vww_pocket17,6vww_pocket130,6vww_pocket23,6vww_pocket71,6vww_pocket62,6vww_pocket135,6vww_pocket11,6vww_pocket156,6vww_pocket8
CC(NC(=O)c1ccoc1)c1nnc2n1CCC2,5.677334785461426,6.8936519622802725,8.882331848144531,7.246559143066406,5.516968727111816,8.249063491821289,9.035418510437012,5.463836669921875,7.168954849243164,5.750347137451173,7.154564380645753,7.129079818725586,7.874171257019043,8.494951248168945,8.499325752258299,6.049593448638916,7.235630989074707,5.406496047973633,8.962617874145508,2.9272480010986333,8.692037582397461,5.203562259674072,7.465635776519775
O=c1c2ccsc2nc(SCc2ccccc2Cl)n1-c1ccccc1,5.4763054847717285,8.401908874511719,9.598655700683594,5.74747371673584,2.9855010509490967,7.211213111877441,8.941537857055664,5.299365043640137,6.520158290863037,4.404755115509033,6.088019371032715,6.532525062561035,8.397499084472656,8.984317779541016,8.129055976867676,5.218476295471191,5.717923641204834,5.419357776641847,9.129234313964844,0.7275124788284302,8.142251014709473,3.26928973197937,6.717591285705566
O=S1(=O)NC(CN2CCC(Cc3ccccc3)CC2)=Nc2ccccc21,7.216325759887695,7.455236911773682,9.46843719482422,7.1203131675720215,4.433317184448242,8.156683921813965,9.81608772277832,7.136442184448242,4.491543769836426,4.2127647399902335,7.423093795776367,4.369955539703368,8.91504955291748,8.99325942993164,9.445283889770508,5.7457780838012695,7.224148750305176,7.0554094314575195,9.48159885406494,2.370898723602295,8.264324188232424,3.189904928207397,4.61521577835083
Cc1ccccc1-c1nc(Cn2cc(Br)ccc2=O)no1,5.651636600494385,9.166559219360352,8.984781265258789,6.456522464752197,3.067890882492065,7.220547199249268,9.104959487915039,5.569180488586426,5.816236972808838,4.375051498413087,6.45659065246582,6.1353254318237305,8.954961776733398,8.77879810333252,7.269464015960692,6.279000282287598,6.479334831237793,5.619054794311523,8.927933692932129,1.6450488567352295,7.205434322357178,3.906503438949585,6.198292255401611
CC(C)(C)c1csc(CCNC(=O)NCC(=O)NC2CC2)n1,6.784567356109619,7.183606147766112,7.922303199768066,6.501940727233888,6.9088029861450195,7.192155838012695,8.240390777587889,6.927029609680176,7.380644798278809,7.406817436218263,4.628739356994629,8.091724395751951,8.552534103393555,7.074540138244629,8.078570365905763,6.547429084777832,6.56417179107666,6.918244361877441,10.07143783569336,0.02529430389404297,8.309844970703125,5.543732166290283,8.255441665649414
CC1CCCCC1NC(=O)Cn1cnc(C#N)n1,5.6742777824401855,7.558955669403076,7.914023399353027,6.924680709838867,5.193465232849121,7.287166595458982,8.090709686279299,5.807335376739503,7.407799243927003,6.809939861297607,6.176711082458496,6.760129451751709,7.957292556762695,8.211434364318848,9.29788303375244,5.902827739715576,7.393873691558838,5.80101203918457,8.24213981628418,2.417243719100952,9.439638137817383,5.078164100646973,7.531472206115723
Cc1onc(-c2ccccc2)c1C(=O)Nc1ccc2c(c1)OC1(CCCC1)O2,4.637825965881348,8.672406196594237,9.057004928588867,5.14097261428833,2.9830031394958496,7.4794859886169425,8.966707229614258,4.4066667556762695,3.65642023086548,4.370417594909668,5.356692314147949,4.502554893493652,8.07320499420166,8.920456886291504,8.072958946228027,4.874938488006592,5.099548816680908,4.628877639770508,9.042318344116213,0.3533279895782471,7.670225620269775,2.224297046661377,4.439643383026123
CN(Cc1nc2ccccc2[nH]1)c1ccc([N+](=O)[O-])cn1,7.579533576965332,8.376877784729004,10.70110321044922,7.48654842376709,5.600390911102295,9.761722564697266,9.126452445983887,7.480404376983643,8.468915939331055,7.582171440124513,7.063253402709961,8.418251991271973,9.261731147766113,8.739106178283691,9.588007926940918,7.963172912597656,7.63466739654541,7.528779029846191,10.909564971923828,6.920053958892822,10.10491943359375,5.777939319610598,8.397097587585451
O=C(c1ccco1)N1CCN(C(=O)c2cc3c([nH]c2=O)CCC3)CC1,7.336038589477539,7.740553855895996,9.300143241882324,7.102094650268555,4.062177658081056,8.633149147033691,10.44479751586914,6.840731620788574,7.133405685424805,5.706674098968506,5.468756675720215,7.123149394989014,10.45453643798828,8.825117111206055,8.453025817871094,6.8105292320251465,7.300783157348633,7.015481948852539,9.262713432312012,0.15626466274261475,8.716660499572754,3.9046018123626713,6.987887382507324
CNC(=O)c1cccc(NC(=O)Nc2ccccc2)n1,6.403011322021484,6.794516563415527,7.743433952331543,6.548691749572754,4.310945510864259,7.005872249603272,7.74793004989624,6.14048433303833,7.039484977722168,4.434579849243164,6.703997611999513,7.134089469909668,7.215603828430176,7.917210578918457,7.056102275848389,5.710054397583008,6.547069549560548,6.1979241371154785,7.723540782928468,4.169910430908203,7.150270462036133,4.089428901672363,7.225279808044434
O=C(c1cc(C2CC2)[nH]n1)N1CCCC(n2cncn2)C1,8.626333236694336,9.058514595031738,10.440192222595217,7.089223861694336,4.64272928237915,7.814327716827393,10.890352249145508,8.587493896484375,8.939212799072266,8.812651634216309,6.862437725067139,9.227775573730467,10.301937103271484,9.689047813415527,9.471528053283693,6.902120590209961,8.618422508239746,8.120349884033201,10.273086547851562,3.209839344024658,9.660809516906738,4.811078071594238,9.252910614013672
O=C1CCCCC1Sc1nnc(C2CC2)n1Cc1ccccc1,4.7519378662109375,7.446422100067139,7.97111701965332,6.308419704437256,2.701406478881836,7.521830081939697,7.9158406257629395,4.721175193786621,6.459510803222656,5.868491172790527,4.858404636383057,6.507081508636475,7.235960006713867,7.3038811683654785,8.126521110534668,4.961413383483887,6.5513505935668945,4.665968894958496,7.592859745025635,-0.0,8.127750396728517,3.214929819107056,6.562708377838135
O=C(CN1CCN(c2ccc(O)cc2)CC1)Nc1cccc(C(=O)Nc2cccc(C(F)(F)F)c2)c1,5.493756294250488,8.398098945617676,8.158774375915527,4.833638668060303,-0.0,6.940519332885742,6.629805564880371,3.5422613620758057,-0.0,-0.0,6.83005428314209,-0.0,8.520114898681639,8.817474365234375,5.551773071289063,4.0548295974731445,6.822966575622559,3.076745748519897,7.591968536376952,-0.0,4.858181953430176,-0.0,-0.0
CCc1cccc(CC)c1NC(=O)CN1CCCC1c1cccs1,4.992575168609619,7.526801586151122,8.124754905700684,7.67987060546875,3.1867570877075195,7.866172790527344,9.022834777832033,4.845727920532227,4.927518844604492,2.6135153770446777,7.38362979888916,4.995973110198975,8.191182136535645,8.324710845947267,7.901256561279298,5.343063354492188,7.456485748291016,4.814751148223877,9.090434074401855,0.6514846086502075,8.134260177612305,2.7726914882659908,5.079038143157959
O=C(c1cccc2c1OCCO2)N(CC(F)(F)F)c1ccccn1,5.0121169090271,8.218730926513674,8.576299667358397,7.640170097351074,2.616218090057373,7.5319762229919425,8.240939140319824,5.0207953453063965,5.978486061096191,5.64203691482544,7.600996494293213,6.4215087890625,7.613924503326416,8.686273574829103,8.364013671875,4.3682847023010245,7.555384159088135,5.105526924133301,8.806795120239258,-0.0,8.306699752807617,2.60642671585083,6.406804084777832
C=CCN(Cc1ccc(Cl)s1)C(=O)c1ccc2ncsc2c1,6.2345948219299325,7.119382381439209,8.755702972412111,6.844992637634277,4.1849021911621085,8.127264022827147,8.970033645629883,5.548888683319092,6.479513168334961,6.8154730796813965,5.695205211639402,7.013488292694093,8.985553741455078,7.673264503479004,8.327427864074707,6.225580215454103,6.996724605560303,5.454581260681152,9.061208724975586,-0.0,8.258518218994139,3.966954231262207,7.268523693084718
